timestamp, name, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W]
2026/08/13 11:52:13.657, NVIDIA A800 80GB PCIe, 98 %, 25 %, 19321 MiB, 81920 MiB, 283.52 W
2026/08/13 11:52:14.657, NVIDIA A800 80GB PCIe, 98 %, 20 %, 19321 MiB, 81920 MiB, 300.46 W
2026/08/13 11:52:15.658, NVIDIA A800 80GB PCIe, 97 %, 25 %, 19321 MiB, 81920 MiB, 313.29 W
2026/08/13 11:52:16.658, NVIDIA A800 80GB PCIe, 87 %, 21 %, 19321 MiB, 81920 MiB, 301.35 W
2026/08/13 11:52:17.658, NVIDIA A800 80GB PCIe, 99 %, 21 %, 19321 MiB, 81920 MiB, 312.91 W
2026/08/13 11:52:18.658, NVIDIA A800 80GB PCIe, 96 %, 21 %, 19321 MiB, 81920 MiB, 321.37 W
2026/08/13 11:52:19.658, NVIDIA A800 80GB PCIe, 99 %, 21 %, 19321 MiB, 81920 MiB, 316.61 W
2026/08/13 11:52:20.658, NVIDIA A800 80GB PCIe, 97 %, 21 %, 19321 MiB, 81920 MiB, 303.28 W
2026/08/13 11:52:21.659, NVIDIA A800 80GB PCIe, 99 %, 23 %, 19321 MiB, 81920 MiB, 301.62 W
2026/08/13 11:52:22.659, NVIDIA A800 80GB PCIe, 98 %, 20 %, 19321 MiB, 81920 MiB, 303.46 W
2026/08/13 11:52:23.659, NVIDIA A800 80GB PCIe, 99 %, 23 %, 19321 MiB, 81920 MiB, 320.06 W
2026/08/13 11:52:24.659, NVIDIA A800 80GB PCIe, 98 %, 21 %, 19321 MiB, 81920 MiB, 288.48 W
2026/08/13 11:52:25.662, NVIDIA A800 80GB PCIe, 98 %, 25 %, 19321 MiB, 81920 MiB, 312.70 W
2026/08/13 11:52:26.662, NVIDIA A800 80GB PCIe, 91 %, 19 %, 19321 MiB, 81920 MiB, 283.05 W
2026/08/13 11:52:27.662, NVIDIA A800 80GB PCIe, 86 %, 22 %, 19321 MiB, 81920 MiB, 267.12 W
2026/08/13 11:52:28.662, NVIDIA A800 80GB PCIe, 98 %, 20 %, 19321 MiB, 81920 MiB, 312.74 W
